firm_id,scenario,firm_size,route_complexity_z,market_pressure_z,digital_maturity_z,trust_barrier_z,idle_capacity_risk_z,asset_pool_likert,shared_crossdock_likert,freight_sharing_likert,chartering_likert,asset_sharing_index,contract_sharing_index,horizontal_info_sharing,horizontal_joint_planning,horizontal_goal_alignment,horizontal_collaboration_index,empty_backhaul_rate,vehicle_utilization_rate,matching_success_rate,collaboration_events_per_month,service_level_on_time_rate,emissions_intensity_index,ai_coordination_score
609,ai_enabled_coordination,small,0.032,0.89,0.862,-0.32,-0.831,3,3,2,3,3.0,2.5,5.0,4.72,2.52,4.87,0.112,0.899,0.889,12,0.879,0.79,1.51
610,ai_enabled_coordination,small,-0.753,1.035,0.139,0.328,-1.678,3,2,2,3,2.5,2.5,4.38,3.49,1.87,3.56,0.119,0.907,0.707,11,0.887,0.885,1.08
611,ai_enabled_coordination,small,0.46,-1.846,-1.577,0.313,-0.199,2,2,4,2,2.0,3.0,2.64,2.77,3.0,2.55,0.119,0.777,0.556,6,0.879,0.925,0.34
612,ai_enabled_coordination,medium,-0.678,-0.93,-0.803,0.588,0.662,3,1,2,4,2.0,3.0,4.81,4.27,3.51,4.17,0.135,0.921,0.843,9,0.933,0.912,0.31
613,ai_enabled_coordination,small,2.013,-1.497,-0.074,0.142,0.603,1,1,3,3,1.0,3.0,5.0,4.9,3.07,3.89,0.134,0.849,0.865,11,0.871,0.909,0.72
614,ai_enabled_coordination,small,0.137,-0.65,-0.076,-0.629,0.649,2,1,3,2,1.5,2.5,4.07,1.86,2.54,3.58,0.125,0.85,0.812,7,0.897,0.894,1.15
615,ai_enabled_coordination,medium,-0.365,-0.083,1.973,-0.085,-0.911,1,3,2,2,2.0,2.0,4.88,2.7,1.0,2.55,0.161,0.837,0.807,4,0.879,0.811,1.68
616,ai_enabled_coordination,medium,0.185,-1.45,-1.386,-1.372,1.303,4,1,4,3,2.5,3.5,4.11,5.0,2.91,5.0,0.054,0.949,0.931,11,0.915,0.771,0.91
617,ai_enabled_coordination,small,-1.347,-0.922,0.506,-1.138,0.74,2,3,4,3,2.5,3.5,5.0,5.0,3.77,5.0,0.077,0.99,0.858,15,0.908,0.812,1.91
618,ai_enabled_coordination,small,-0.972,-1.004,1.489,-1.539,1.233,2,3,4,3,2.5,3.5,5.0,4.92,2.28,5.0,0.03,0.948,0.995,13,0.907,0.805,1.79
619,ai_enabled_coordination,medium,1.2,0.207,2.271,0.027,-1.393,5,2,4,1,3.5,2.5,4.66,4.1,1.23,3.13,0.117,0.79,0.865,7,0.876,0.822,2.0
620,ai_enabled_coordination,small,-0.657,0.069,-0.404,0.699,0.811,2,1,2,3,1.5,2.5,2.24,3.62,1.79,3.15,0.068,0.869,0.802,9,0.897,0.864,1.05
621,ai_enabled_coordination,small,-1.047,-0.722,0.491,0.117,-0.688,3,2,3,2,2.5,2.5,4.59,3.84,2.47,3.2,0.122,0.902,0.748,10,0.854,0.869,1.04
622,ai_enabled_coordination,small,0.537,0.177,0.57,0.615,0.103,2,3,4,2,2.5,3.0,3.72,4.09,2.76,2.32,0.09,0.871,0.779,7,0.857,0.869,1.29
623,ai_enabled_coordination,small,1.186,-0.547,0.195,-1.01,1.034,3,3,4,3,3.0,3.5,5.0,5.0,2.63,4.97,0.122,0.817,0.934,13,0.872,0.839,1.68
624,ai_enabled_coordination,small,0.719,-0.272,-0.099,0.164,0.591,3,1,3,3,2.0,3.0,4.06,3.44,2.55,3.07,0.126,0.89,0.872,7,0.883,0.87,0.8
625,ai_enabled_coordination,small,0.996,1.673,0.436,-0.415,-0.352,2,2,3,3,2.0,3.0,4.1,4.85,1.38,3.66,0.089,0.869,0.886,8,0.912,0.868,0.86
626,ai_enabled_coordination,small,-0.757,1.34,-2.5,0.612,0.506,3,2,1,4,2.5,2.5,5.0,4.6,2.19,3.63,0.102,0.948,0.733,8,0.824,0.79,0.2
627,ai_enabled_coordination,small,-1.422,-1.3,0.682,-0.492,-1.032,3,1,4,2,2.0,3.0,4.82,4.11,2.84,3.73,0.094,0.894,0.719,10,0.919,0.87,1.21
628,ai_enabled_coordination,small,1.501,0.83,0.126,-0.541,1.65,3,2,2,3,2.5,2.5,4.68,5.0,1.76,4.05,0.098,0.825,0.853,9,0.885,0.812,0.75
629,ai_enabled_coordination,small,-0.323,0.811,-0.222,0.337,0.295,2,2,3,2,2.0,2.5,5.0,3.25,1.87,4.07,0.099,0.857,0.776,7,0.868,0.877,1.41
630,ai_enabled_coordination,small,-0.251,-1.148,2.047,-0.078,1.619,3,3,3,4,3.0,3.5,4.92,5.0,1.39,4.63,0.063,0.99,0.953,12,0.9,0.765,1.88
631,ai_enabled_coordination,small,1.328,0.819,-0.675,-0.752,-0.027,3,3,3,3,3.0,3.0,5.0,4.34,3.5,5.0,0.108,0.862,0.928,9,0.931,0.86,1.02
632,ai_enabled_coordination,medium,0.556,1.538,-0.403,-0.205,-0.024,3,2,4,2,2.5,3.0,4.87,3.6,2.15,5.0,0.076,0.928,0.757,9,0.901,0.852,0.85
633,ai_enabled_coordination,small,0.456,-1.123,1.992,-1.8,-0.264,2,2,1,2,2.0,1.5,4.34,5.0,2.94,4.6,0.122,0.867,0.94,10,0.919,0.798,1.45
634,ai_enabled_coordination,small,2.165,-0.918,-0.832,-2.0,1.376,3,2,3,1,2.5,2.0,5.0,5.0,3.35,5.0,0.11,0.945,0.882,10,0.868,0.844,0.27
635,ai_enabled_coordination,small,-0.644,1.018,-0.55,0.03,-0.209,2,4,3,1,3.0,2.0,3.94,4.66,3.43,4.08,0.077,0.862,0.766,11,0.889,0.825,0.51
636,ai_enabled_coordination,small,0.928,0.271,-0.147,0.398,1.145,1,1,3,1,1.0,2.0,4.35,3.48,2.18,3.93,0.086,0.897,0.72,7,0.878,0.842,1.05
637,ai_enabled_coordination,small,0.057,0.551,0.841,-0.208,0.118,2,3,3,3,2.5,3.0,5.0,4.48,2.19,3.49,0.052,0.841,0.701,8,0.948,0.797,1.49
638,ai_enabled_coordination,small,0.269,0.341,0.208,-1.977,-1.476,4,2,4,2,3.0,3.0,5.0,4.62,3.07,5.0,0.126,0.897,0.92,13,0.915,0.838,1.26
639,ai_enabled_coordination,small,1.528,0.391,-1.293,-0.466,-0.07,3,2,2,2,2.5,2.0,5.0,4.33,3.04,3.54,0.175,0.824,0.734,5,0.935,0.905,0.2
640,ai_enabled_coordination,small,0.508,-1.326,-0.532,-2.0,-0.679,1,3,3,3,2.0,3.0,5.0,5.0,2.95,5.0,0.064,0.906,0.904,13,0.882,0.793,0.79
641,ai_enabled_coordination,small,0.538,1.047,-0.607,1.083,0.534,2,1,4,3,1.5,3.5,3.75,3.37,1.0,2.24,0.162,0.809,0.79,7,0.865,0.838,0.45
642,ai_enabled_coordination,small,1.073,1.17,-0.077,-1.127,-0.69,1,3,5,3,2.0,4.0,5.0,5.0,1.89,5.0,0.056,0.883,0.953,11,0.91,0.843,1.09
643,ai_enabled_coordination,small,-0.365,-0.229,0.426,0.831,1.426,4,2,2,3,3.0,2.5,4.77,3.83,1.73,2.46,0.103,0.964,0.659,7,0.904,0.843,1.31
644,ai_enabled_coordination,small,-0.839,-0.043,0.418,0.555,0.409,3,2,2,3,2.5,2.5,3.52,2.93,2.82,2.85,0.117,0.812,0.792,8,0.873,0.844,0.82
645,ai_enabled_coordination,small,-1.045,-1.531,-1.776,-0.961,0.322,1,1,4,1,1.0,2.5,3.46,3.79,2.32,4.82,0.068,0.888,0.804,10,0.892,0.852,0.58
646,ai_enabled_coordination,medium,-1.966,0.514,1.064,-1.542,1.156,4,2,4,3,3.0,3.5,5.0,5.0,3.07,5.0,0.083,0.966,0.99,13,0.901,0.792,2.0
647,ai_enabled_coordination,small,2.056,0.572,0.253,0.077,1.464,3,1,5,1,2.0,3.0,4.66,1.32,2.45,2.67,0.132,0.88,0.734,8,0.886,0.903,1.35
648,ai_enabled_coordination,small,-1.103,-0.062,1.385,-1.394,0.48,4,2,3,2,3.0,2.5,4.94,4.5,2.73,4.91,0.088,0.93,0.8,16,0.902,0.826,1.5
649,ai_enabled_coordination,medium,-0.221,1.124,0.444,-0.213,-0.271,4,3,2,1,3.5,1.5,5.0,3.84,2.38,4.07,0.075,0.86,0.711,10,0.884,0.832,1.18
650,ai_enabled_coordination,small,-0.277,-0.334,1.101,-0.97,-1.274,2,1,2,4,1.5,3.0,4.46,4.9,1.75,4.47,0.149,0.939,0.788,11,0.891,0.818,1.38
651,ai_enabled_coordination,small,0.307,0.565,0.467,-1.916,-0.186,3,2,3,4,2.5,3.5,5.0,5.0,3.54,5.0,0.03,0.914,0.952,13,0.884,0.874,0.96
652,ai_enabled_coordination,small,0.816,-1.02,1.346,-2.0,-0.117,2,2,3,1,2.0,2.0,5.0,4.82,3.92,5.0,0.123,0.886,0.995,14,0.909,0.841,1.61
653,ai_enabled_coordination,small,0.86,-0.024,0.522,-0.129,0.607,1,1,3,3,1.0,3.0,4.82,2.8,1.16,4.17,0.157,0.803,0.774,12,0.928,0.888,0.87
654,ai_enabled_coordination,small,-0.583,-0.174,-0.098,-0.655,0.155,1,1,3,2,1.0,2.5,4.37,4.13,3.21,4.03,0.127,0.87,0.813,8,0.887,0.873,0.39
655,ai_enabled_coordination,small,-0.167,0.225,2.272,-1.443,1.188,3,2,3,4,2.5,3.5,5.0,3.79,2.67,5.0,0.044,0.887,0.829,13,0.895,0.812,1.97
656,ai_enabled_coordination,small,0.283,-0.37,0.889,0.165,-0.113,3,3,3,2,3.0,2.5,4.46,2.65,2.33,3.74,0.162,0.833,0.726,9,0.868,0.871,1.36
657,ai_enabled_coordination,small,-0.249,-0.131,0.574,0.705,0.443,1,2,3,2,1.5,2.5,2.95,3.73,2.12,1.99,0.156,0.832,0.75,11,0.895,0.941,1.06
658,ai_enabled_coordination,small,1.607,0.826,-1.276,-0.395,1.684,3,1,4,3,2.0,3.5,3.96,5.0,2.03,5.0,0.116,0.923,0.761,6,0.848,0.859,0.2
659,ai_enabled_coordination,small,0.491,-0.437,-1.288,-0.457,0.842,3,2,4,4,2.5,4.0,4.67,4.75,2.51,5.0,0.092,0.961,0.808,11,0.898,0.831,0.57
660,ai_enabled_coordination,small,0.735,-1.607,0.293,0.198,0.44,3,2,2,3,2.5,2.5,4.26,4.32,2.83,3.98,0.087,0.966,0.827,7,0.905,0.788,0.82
661,ai_enabled_coordination,small,0.663,1.75,0.146,-1.422,-0.102,1,4,3,1,2.5,2.0,5.0,4.81,2.76,5.0,0.163,0.875,0.651,11,0.842,0.932,1.02
662,ai_enabled_coordination,large,1.173,1.381,-0.614,0.051,-0.133,3,5,4,2,4.0,3.0,4.64,3.59,2.5,4.38,0.086,0.871,0.979,9,0.888,0.829,1.48
663,ai_enabled_coordination,small,0.181,-1.292,0.141,0.297,-0.351,2,2,2,2,2.0,2.0,3.88,3.07,1.87,2.54,0.162,0.861,0.719,8,0.87,0.881,1.25
664,ai_enabled_coordination,small,-1.297,0.69,1.589,-0.094,-0.041,4,2,2,1,3.0,1.5,3.75,4.52,1.5,3.37,0.14,0.918,0.818,5,0.899,0.923,1.22
665,ai_enabled_coordination,small,0.4,-0.503,0.695,-2.0,1.256,4,2,5,3,3.0,4.0,5.0,4.19,2.19,5.0,0.04,0.949,0.946,16,0.874,0.813,0.9
666,ai_enabled_coordination,small,-0.651,0.263,-1.141,-0.835,0.278,2,3,3,2,2.5,2.5,5.0,4.58,4.23,5.0,0.073,0.925,0.669,12,0.909,0.873,0.59
667,ai_enabled_coordination,small,-0.529,0.294,-0.112,-0.94,-0.85,2,2,3,1,2.0,2.0,5.0,4.2,2.06,4.98,0.108,0.875,0.864,9,0.918,0.831,0.54
668,ai_enabled_coordination,small,0.586,-0.234,-0.805,-0.06,2.268,2,1,5,2,1.5,3.5,4.81,5.0,2.64,4.16,0.055,0.813,0.835,9,0.9,0.813,0.2
669,ai_enabled_coordination,small,1.238,-0.784,-0.388,0.283,0.82,2,2,2,3,2.0,2.5,3.15,4.55,2.51,3.58,0.164,0.85,0.749,8,0.892,0.915,1.0
670,ai_enabled_coordination,small,0.021,-0.691,-0.414,1.197,-0.907,2,1,3,3,1.5,3.0,3.35,1.89,1.76,1.72,0.175,0.859,0.769,7,0.881,0.878,0.93
671,ai_enabled_coordination,small,0.309,-0.916,-0.478,-0.595,0.058,2,1,2,3,1.5,2.5,4.44,3.74,2.44,4.45,0.132,0.922,0.854,8,0.882,0.888,0.94
672,ai_enabled_coordination,medium,1.702,-0.832,-1.255,-0.598,0.611,4,3,5,2,3.5,3.5,4.77,4.27,2.98,5.0,0.098,0.951,0.959,10,0.913,0.889,0.68
673,ai_enabled_coordination,small,0.241,-0.067,-0.128,0.885,2.205,2,1,3,3,1.5,3.0,3.65,2.44,2.56,2.39,0.152,0.791,0.739,7,0.861,0.921,0.93
674,ai_enabled_coordination,small,2.5,-0.716,-0.561,0.117,-0.608,1,2,2,2,1.5,2.0,4.31,3.53,2.58,2.93,0.206,0.833,0.694,7,0.883,0.831,0.58
675,ai_enabled_coordination,small,0.566,0.682,-2.5,0.991,1.476,1,1,1,3,1.0,2.0,2.09,5.0,1.0,1.41,0.146,0.853,0.623,4,0.864,0.864,0.2
676,ai_enabled_coordination,large,-1.761,1.487,2.053,-0.609,1.899,2,3,5,2,2.5,3.5,4.81,5.0,2.15,4.51,0.03,0.99,0.912,13,0.908,0.78,2.0
677,ai_enabled_coordination,small,0.753,-0.58,1.089,-1.572,-0.129,1,1,4,2,1.0,3.0,4.92,5.0,3.31,4.92,0.128,0.863,0.916,8,0.932,0.82,1.29
678,ai_enabled_coordination,small,0.381,0.239,-0.376,-1.35,0.222,4,3,3,2,3.5,2.5,5.0,5.0,2.97,5.0,0.108,0.944,0.807,10,0.866,0.872,0.54
679,ai_enabled_coordination,large,1.29,0.5,0.019,-1.553,-0.536,1,2,2,3,1.5,2.5,5.0,5.0,2.4,5.0,0.118,0.824,0.897,11,0.892,0.872,0.87
680,ai_enabled_coordination,medium,0.673,0.472,-1.172,0.446,0.297,2,1,4,2,1.5,3.0,5.0,4.01,2.37,4.3,0.101,0.913,0.967,9,0.923,0.899,0.37
681,ai_enabled_coordination,medium,-0.138,0.076,1.696,0.326,0.463,3,2,2,3,2.5,2.5,3.68,3.65,2.2,2.43,0.1,0.819,0.745,7,0.922,0.82,1.84
682,ai_enabled_coordination,small,-1.224,0.743,1.897,0.85,1.16,1,2,2,2,1.5,2.0,2.91,3.41,3.0,2.03,0.176,0.876,0.697,6,0.887,0.863,1.12
683,ai_enabled_coordination,small,-0.209,0.482,0.157,0.554,1.59,2,2,5,3,2.0,4.0,3.59,3.45,1.79,3.79,0.07,0.919,0.796,10,0.874,0.845,1.19
684,ai_enabled_coordination,small,-0.851,-1.238,1.024,0.538,-0.248,3,1,3,2,2.0,2.5,4.0,2.33,1.97,1.79,0.137,0.879,0.813,7,0.888,0.876,1.6
685,ai_enabled_coordination,medium,-0.581,0.869,0.175,-0.733,-1.467,1,4,4,3,2.5,3.5,5.0,5.0,3.21,5.0,0.123,0.947,0.837,10,0.933,0.808,0.63
686,ai_enabled_coordination,small,0.589,0.887,-1.337,-1.191,0.479,4,1,2,2,2.5,2.0,4.0,4.12,2.32,5.0,0.088,0.955,0.745,9,0.865,0.896,0.2
687,ai_enabled_coordination,small,1.67,-0.763,-0.412,0.615,0.794,1,1,4,3,1.0,3.5,3.57,3.97,2.28,4.12,0.168,0.848,0.787,7,0.9,0.928,0.86
688,ai_enabled_coordination,small,0.395,0.038,0.132,0.18,0.749,2,1,5,2,1.5,3.5,5.0,3.86,2.13,3.89,0.132,0.838,0.717,7,0.868,0.896,1.01
689,ai_enabled_coordination,medium,-1.196,0.683,-0.455,-0.053,0.173,3,1,2,2,2.0,2.0,4.62,3.55,2.98,4.02,0.074,0.794,0.726,7,0.908,0.891,1.07
690,ai_enabled_coordination,small,0.445,-0.209,-0.219,0.199,0.625,1,2,3,3,1.5,3.0,4.47,4.42,2.5,4.44,0.096,0.834,0.769,9,0.896,0.863,0.87
691,ai_enabled_coordination,small,1.197,1.073,-0.091,0.141,2.015,3,1,4,3,2.0,3.5,5.0,5.0,3.5,5.0,0.109,0.954,0.995,12,0.882,0.801,1.34
692,ai_enabled_coordination,small,-0.61,2.364,-0.081,1.005,0.882,2,1,5,4,1.5,4.5,4.09,4.05,1.53,3.17,0.078,0.903,0.861,9,0.897,0.836,0.87
693,ai_enabled_coordination,small,-0.134,-0.786,0.052,0.997,0.127,2,1,1,2,1.5,1.5,3.44,2.1,2.26,2.53,0.118,0.854,0.688,6,0.842,0.811,0.73
694,ai_enabled_coordination,small,0.015,-1.381,-1.061,0.34,-0.0,1,3,1,2,2.0,1.5,3.08,3.48,1.74,3.08,0.167,0.852,0.787,5,0.848,0.897,0.26
695,ai_enabled_coordination,small,-0.785,0.304,-0.717,0.611,0.33,1,1,3,1,1.0,2.0,3.53,3.78,1.61,1.78,0.112,0.773,0.626,9,0.903,0.846,0.93
696,ai_enabled_coordination,small,0.648,0.722,-1.285,0.313,2.137,4,3,3,3,3.5,3.0,3.64,5.0,2.79,5.0,0.075,0.915,0.796,14,0.912,0.867,0.5
697,ai_enabled_coordination,small,-0.121,-0.231,0.978,-0.907,0.317,3,1,3,3,2.0,3.0,4.96,5.0,2.85,4.94,0.115,0.9,0.965,8,0.919,0.868,1.58
698,ai_enabled_coordination,small,0.42,1.453,-2.106,0.531,0.48,1,1,2,3,1.0,2.5,3.73,4.18,1.45,2.54,0.12,0.849,0.741,5,0.904,0.857,0.34
699,ai_enabled_coordination,small,-0.887,-1.339,1.154,-1.809,0.018,3,3,5,3,3.0,4.0,5.0,5.0,3.6,5.0,0.03,0.99,0.995,13,0.902,0.798,0.86
700,ai_enabled_coordination,small,-0.437,0.693,1.386,0.313,1.599,4,1,3,3,2.5,3.0,4.55,3.15,1.39,3.85,0.14,0.804,0.868,7,0.911,0.872,1.21
701,ai_enabled_coordination,small,0.722,-0.606,-0.302,-1.225,2.46,3,2,4,4,2.5,4.0,5.0,5.0,3.08,5.0,0.03,0.931,0.894,14,0.902,0.77,0.57
702,ai_enabled_coordination,small,-0.373,1.719,-2.5,0.107,0.951,1,2,4,1,1.5,2.5,3.43,3.78,1.96,3.03,0.099,0.819,0.726,6,0.938,0.849,0.2
703,ai_enabled_coordination,small,1.727,1.993,-0.361,-0.911,0.583,2,1,5,2,1.5,3.5,3.88,4.22,2.91,5.0,0.077,0.867,0.872,11,0.884,0.807,0.73
704,ai_enabled_coordination,small,-0.4,-0.767,-0.064,0.348,0.537,3,2,3,2,2.5,2.5,4.3,3.76,3.33,3.64,0.113,0.852,0.821,6,0.91,0.829,1.27
705,ai_enabled_coordination,small,0.225,-0.55,-1.011,-0.181,-1.884,3,1,4,2,2.0,3.0,4.87,3.95,1.65,3.1,0.129,0.9,0.755,11,0.914,0.902,0.96
706,ai_enabled_coordination,large,0.933,0.86,-0.515,-1.585,1.245,5,1,5,4,3.0,4.5,5.0,5.0,3.17,5.0,0.03,0.99,0.963,12,0.907,0.795,0.91
707,ai_enabled_coordination,small,-1.418,-0.387,1.53,-0.307,0.634,2,2,4,2,2.0,3.0,4.4,1.6,3.5,3.44,0.085,0.872,0.756,10,0.858,0.841,1.54
708,ai_enabled_coordination,medium,-1.761,-0.045,0.665,-0.903,0.928,1,3,3,4,2.0,3.5,5.0,3.84,3.17,5.0,0.097,0.99,0.877,13,0.914,0.846,1.15
709,ai_enabled_coordination,small,-1.526,0.025,-0.925,0.643,-0.211,2,1,2,2,1.5,2.0,3.54,2.71,1.93,2.22,0.088,0.874,0.719,5,0.885,0.797,0.66
710,ai_enabled_coordination,small,1.263,-1.92,-1.598,-0.149,0.116,3,3,2,2,3.0,2.0,4.18,5.0,2.92,4.1,0.089,0.829,0.895,9,0.907,0.857,0.42
711,ai_enabled_coordination,medium,-0.552,-0.014,-0.327,0.206,0.089,2,1,4,4,1.5,4.0,3.9,3.64,2.79,4.0,0.118,0.856,0.821,6,0.877,0.948,1.21
712,ai_enabled_coordination,small,2.5,-0.69,-0.213,-1.012,1.522,3,1,2,2,2.0,2.0,5.0,4.69,2.25,5.0,0.126,0.859,0.884,8,0.903,0.926,1.15
713,ai_enabled_coordination,small,-0.564,-0.493,0.496,-0.854,0.121,3,2,3,1,2.5,2.0,3.97,5.0,1.98,3.45,0.083,0.881,0.717,11,0.892,0.869,0.51
714,ai_enabled_coordination,small,0.185,1.444,-0.535,-0.563,2.5,4,2,4,3,3.0,3.5,4.36,5.0,1.61,4.74,0.067,0.866,0.903,9,0.859,0.844,0.74
715,ai_enabled_coordination,small,1.542,-1.257,0.511,0.442,0.931,2,1,3,1,1.5,2.0,2.97,4.76,2.41,2.48,0.194,0.746,0.668,8,0.857,0.871,1.62
716,ai_enabled_coordination,medium,2.006,0.813,1.935,0.682,-0.776,2,1,3,2,1.5,2.5,3.23,4.16,1.1,2.07,0.069,0.845,0.679,9,0.907,0.856,1.74
717,ai_enabled_coordination,medium,2.062,-0.279,0.816,-1.16,0.371,4,2,3,4,3.0,3.5,4.93,5.0,3.65,4.47,0.094,0.95,0.978,13,0.925,0.802,1.77
718,ai_enabled_coordination,large,1.208,-0.28,-0.048,0.819,-0.152,4,3,4,3,3.5,3.5,4.59,3.57,2.15,4.95,0.138,0.94,0.914,12,0.897,0.848,1.09
719,ai_enabled_coordination,small,1.024,0.79,-0.183,-2.0,-1.694,3,1,2,2,2.0,2.0,5.0,4.65,2.19,5.0,0.16,0.873,0.932,10,0.912,0.903,0.98
720,ai_enabled_coordination,small,0.593,0.34,-0.357,-1.225,2.099,2,1,5,5,1.5,5.0,5.0,5.0,2.14,5.0,0.103,0.967,0.995,14,0.899,0.863,0.52
721,ai_enabled_coordination,medium,0.778,0.571,1.181,-1.426,1.203,5,4,5,3,4.5,4.0,5.0,5.0,3.42,5.0,0.062,0.99,0.962,17,0.896,0.8,1.24
722,ai_enabled_coordination,small,-0.551,0.968,-0.627,-1.367,1.033,2,3,2,4,2.5,3.0,5.0,5.0,2.72,5.0,0.075,0.99,0.944,13,0.888,0.809,0.97
723,ai_enabled_coordination,small,-0.818,-0.331,0.045,-1.591,0.665,4,3,5,3,3.5,4.0,5.0,5.0,2.79,5.0,0.033,0.99,0.966,14,0.852,0.761,1.28
724,ai_enabled_coordination,small,-0.003,-0.612,0.051,0.204,-0.882,1,3,2,1,2.0,1.5,4.25,4.66,1.85,3.41,0.158,0.869,0.64,8,0.934,0.886,1.03
725,ai_enabled_coordination,small,-0.17,-1.085,-0.502,-0.343,0.016,3,1,2,5,2.0,3.5,4.66,5.0,2.25,5.0,0.136,0.882,0.844,9,0.897,0.829,0.43
726,ai_enabled_coordination,medium,-0.453,-0.825,-1.372,0.191,1.342,3,2,3,4,2.5,3.5,4.09,4.41,3.18,5.0,0.084,0.905,0.895,9,0.854,0.852,0.56
727,ai_enabled_coordination,small,0.696,2.5,0.323,0.358,-0.551,4,2,4,1,3.0,2.5,3.59,5.0,2.15,4.53,0.099,0.912,0.878,11,0.903,0.868,1.51
728,ai_enabled_coordination,medium,0.955,1.245,-0.061,0.089,-2.032,3,1,3,2,2.0,2.5,3.64,4.47,1.76,2.41,0.144,0.822,0.754,7,0.894,0.885,1.6
729,ai_enabled_coordination,small,0.088,-1.351,0.5,0.267,0.273,2,1,2,2,1.5,2.0,3.84,4.3,1.0,2.8,0.175,0.834,0.69,7,0.9,0.876,1.11
730,ai_enabled_coordination,small,1.478,-1.322,-0.534,-0.213,0.358,3,2,4,4,2.5,4.0,3.8,5.0,3.02,5.0,0.053,0.973,0.819,11,0.887,0.823,0.29
731,ai_enabled_coordination,small,-1.142,0.482,1.221,-1.646,0.636,4,3,4,2,3.5,3.0,5.0,5.0,2.77,5.0,0.03,0.99,0.929,14,0.913,0.775,1.74
732,ai_enabled_coordination,medium,-0.194,0.547,-0.877,0.802,1.229,3,5,5,1,4.0,3.0,4.26,4.48,2.53,3.15,0.069,0.99,0.668,12,0.908,0.832,0.67
733,ai_enabled_coordination,small,-0.717,0.549,1.712,-1.279,1.138,2,2,4,4,2.0,4.0,5.0,4.6,2.83,4.58,0.03,0.935,0.936,14,0.931,0.786,1.97
734,ai_enabled_coordination,small,-1.867,-0.255,-1.748,-0.992,0.759,3,1,4,1,2.0,2.5,4.32,4.17,3.7,4.41,0.07,0.841,0.815,10,0.91,0.837,0.39
735,ai_enabled_coordination,small,-0.083,-0.125,0.435,-0.462,1.696,3,2,3,3,2.5,3.0,5.0,4.83,2.46,4.64,0.101,0.918,0.881,8,0.888,0.874,0.91
736,ai_enabled_coordination,medium,-0.122,0.328,0.475,-1.138,-1.019,2,2,3,2,2.0,2.5,5.0,5.0,2.87,5.0,0.111,0.971,0.877,10,0.919,0.849,1.31
737,ai_enabled_coordination,small,1.513,0.086,-0.796,-0.526,1.005,5,4,4,5,4.5,4.5,5.0,5.0,3.21,5.0,0.081,0.948,0.932,13,0.906,0.881,1.07
738,ai_enabled_coordination,medium,0.631,-2.219,0.424,0.011,1.127,3,2,4,3,2.5,3.5,5.0,4.83,3.57,5.0,0.056,0.99,0.915,9,0.901,0.79,1.23
739,ai_enabled_coordination,small,-1.024,-0.23,1.28,-0.284,-0.74,2,1,2,2,1.5,2.0,2.91,4.45,2.78,4.41,0.153,0.848,0.666,11,0.902,0.83,1.2
740,ai_enabled_coordination,small,1.854,-0.851,-2.217,-0.958,-1.003,2,3,5,1,2.5,3.0,5.0,3.91,2.55,4.63,0.154,0.863,0.939,11,0.885,0.914,0.2
741,ai_enabled_coordination,small,1.221,0.175,0.503,-0.765,-0.246,2,2,3,3,2.0,3.0,4.32,5.0,2.96,5.0,0.081,0.905,0.854,11,0.86,0.844,0.97
742,ai_enabled_coordination,small,0.582,2.5,-2.493,0.817,-0.162,1,1,2,3,1.0,2.5,3.39,1.58,1.75,1.88,0.139,0.763,0.892,5,0.904,0.873,0.2
743,ai_enabled_coordination,small,-0.226,0.367,-0.966,0.297,1.253,3,2,2,4,2.5,3.0,2.51,4.13,1.49,4.16,0.093,0.79,0.769,8,0.879,0.852,0.86
744,ai_enabled_coordination,small,-0.959,-0.314,1.629,1.147,-0.115,4,2,2,3,3.0,2.5,4.13,3.04,1.93,3.22,0.123,0.871,0.763,10,0.883,0.919,1.32
745,ai_enabled_coordination,small,-0.372,0.922,-0.582,0.912,-0.356,3,1,2,1,2.0,1.5,3.55,2.89,1.19,2.13,0.143,0.838,0.639,4,0.9,0.92,1.23
746,ai_enabled_coordination,medium,1.089,0.483,-1.174,0.88,-0.112,3,2,2,2,2.5,2.0,3.13,3.42,2.3,2.73,0.217,0.783,0.513,7,0.856,0.941,0.23
747,ai_enabled_coordination,small,1.885,0.42,-0.198,-1.399,1.619,3,3,5,3,3.0,4.0,5.0,5.0,2.8,5.0,0.116,0.898,0.906,13,0.867,0.895,1.62
748,ai_enabled_coordination,small,1.543,0.607,2.068,-0.186,0.513,3,1,2,3,2.0,2.5,3.41,4.46,2.97,4.39,0.141,0.831,0.688,14,0.899,0.908,2.0
749,ai_enabled_coordination,medium,-0.489,2.057,-1.832,-0.198,0.321,3,2,3,2,2.5,2.5,4.84,4.89,3.22,5.0,0.133,0.892,0.841,11,0.859,0.827,0.41
750,ai_enabled_coordination,small,-1.12,-1.131,-1.051,-0.646,0.39,2,1,2,2,1.5,2.0,4.28,3.05,2.41,3.65,0.102,0.869,0.707,8,0.838,0.915,0.2
751,ai_enabled_coordination,small,0.141,0.474,1.497,-0.523,1.792,3,3,2,4,3.0,3.0,5.0,3.59,3.0,5.0,0.03,0.99,0.969,12,0.921,0.794,1.58
752,ai_enabled_coordination,medium,-1.768,-0.926,1.858,0.05,-0.249,3,3,2,3,3.0,2.5,4.53,4.17,1.66,4.05,0.073,0.99,0.836,10,0.88,0.778,1.73
